zoneID,hiEduRatio,whiteRatio,blackRatio,indiaRatio,asianRatio,pacifRatio,otherRatio,agricRatio,cnstrRatio,manufRatio,wholeRatio,retaiRatio,transRatio,inforRatio,finanRatio,profeRatio,educaRatio,artsRatio,otherServicesRatio
01001,0.230562905506,0.800531244991,0.171303611092,0.00702983673376,0.0060681001122,0.0,0.0030454993016,0.0230160755295,0.0752743046696,0.164786935443,0.0425618780301,0.128451135494,0.0480224547078,0.0190354682317,0.0652717529982,0.0683337586119,0.144883898954,0.0671089563664,0.0496555243685
01003,0.290261431101,0.871338532208,0.101363814407,0.00562617953922,0.00381013424492,0.000291991596339,0.0053769184204,0.0185261686104,0.107121293972,0.125440910102,0.0382439861451,0.142028663129,0.0520512250151,0.0233880962217,0.0609806476215,0.0743430042264,0.171629222409,0.0909307572532,0.0536083129429
01005,0.156541066892,0.513430677044,0.464460362284,0.00347820097803,0.00103312900337,0.0,0.0100557889662,0.0416952810752,0.066516236633,0.313744726773,0.0311978808987,0.10507210831,0.0629844010596,0.00824094967134,0.0388501913078,0.0362994211714,0.150593544589,0.0563131560875,0.0407142156382
01007,0.121491875923,0.764813214251,0.22241428983,0.00292903101892,0.000576202823394,0.0,0.00355325074426,0.0561064390611,0.0902472699887,0.237479603364,0.0426760386595,0.0992845487637,0.076314798544,0.0125517760763,0.0351449730137,0.052968495042,0.170955190159,0.0424250031379,0.0464415714824
01009,0.158150851582,0.942654437128,0.0110340232048,0.0035669488868,0.00223424270931,0.000254782063343,0.0294371276262,0.0307034932382,0.121007885115,0.195233690146,0.0514074269856,0.116074181754,0.0722875644245,0.0147570591604,0.0557684683494,0.0485881679221,0.174265450861,0.0355050438307,0.049292982688
01011,0.106737120211,0.263786921632,0.720846849923,0.00486597234079,0.000853679358033,0.0,0.00281714188151,0.104620749782,0.0560883464109,0.232199941877,0.0299331589654,0.0752688172043,0.0714908456844,0.00988084859053,0.0296425457716,0.0305143853531,0.178145887823,0.0476605637896,0.041557686719
01013,0.148470981332,0.582597317632,0.411888406,0.00032711808963,0.00252348240572,0.0,0.000467311556615,0.0522108418686,0.0713215088683,0.229452910317,0.0399700224831,0.145266050462,0.0470896827379,0.0148638521109,0.0331001748688,0.0284786410192,0.159755183612,0.0662003497377,0.0505870597052
01015,0.203066945889,0.792060508334,0.182255521207,0.00389313045105,0.00597778153926,0.000187084072018,0.00548779944587,0.00869274490137,0.0665120361083,0.216858910064,0.0358157806754,0.128322467402,0.0474757606152,0.0238214643932,0.0313440320963,0.061183550652,0.183550651956,0.0672225008358,0.049147442327
01017,0.140956035433,0.608561353634,0.383210780964,0.00218680808026,0.000273351010032,0.0,0.0017494464642,0.0153552086652,0.071615164065,0.368333864288,0.0163109270468,0.108378464479,0.0373367314431,0.0240841032176,0.0296909843899,0.0531379420198,0.149283211214,0.0489964956993,0.0452373367314
01019,0.139375928678,0.932007670502,0.0536101384025,0.00366850091713,0.00141737535434,0.0,0.00346006336502,0.0363457760314,0.0823182711198,0.358349705305,0.0343811394892,0.110314341847,0.0548133595285,0.0110019646365,0.0304518664047,0.02721021611,0.150982318271,0.0360510805501,0.0347740667976
01021,0.14049108177,0.863789053621,0.107847346753,0.00315712373399,0.00146490541257,0.000328340868335,0.012426439017,0.0338934449733,0.130641738831,0.169123128979,0.0376211504273,0.128921259391,0.0715145954006,0.0266100820095,0.0651488214716,0.0533922119631,0.147043642828,0.0501806503412,0.0516143832081
01023,0.140883716529,0.552505966587,0.435937696269,0.0015701545032,0.000942092701922,0.0,0.00345433990705,0.0667398061803,0.112634850978,0.262936551472,0.0188334247577,0.0967270067654,0.0510148107515,0.00786249771439,0.0266959224721,0.0354726641068,0.186140062169,0.0330956299141,0.0671055037484
01025,0.168512032539,0.561380844727,0.430150357053,0.00183012164926,0.00315785696343,0.000933003193742,0.000610040549754,0.0462148312869,0.0869186889684,0.288117567437,0.021753843179,0.116697283187,0.0629411195978,0.0108285797157,0.0373199265204,0.034516097844,0.181958812724,0.0360630378033,0.0446678913275
01027,0.126343810791,0.817103970815,0.166198961695,0.00168373789813,0.000280622983022,0.0,0.00561245966045,0.0408094435076,0.0531197301855,0.374198988196,0.0200674536256,0.103204047218,0.0537942664418,0.00860033726813,0.0408094435076,0.0320404721754,0.147723440135,0.0350758853288,0.0411467116358
01029,0.126298122312,0.941089003753,0.0363237272534,0.00368193726545,0.0,0.0,0.00608935778517,0.0433096315449,0.141241111829,0.274078862314,0.0302197802198,0.109243697479,0.0452488687783,0.0105042016807,0.0345830639948,0.0373303167421,0.155138978668,0.0460568842922,0.0321590174531
01031,0.261138999481,0.77411441018,0.186013986014,0.00586954029577,0.00866674309297,0.000183423134243,0.00742863693683,0.0358559061715,0.0645629712371,0.168891371125,0.0232895839151,0.133426417202,0.0770175928512,0.012845573862,0.0460206646188,0.0482546774644,0.204188774085,0.0546774643954,0.0610444010053
